"t_id","feature1","feature2","feature3","feature4","feature5","feature6","feature7","feature8","feature9","feature10","feature11","feature12","feature13","feature14","feature15","feature16","feature17","feature18","feature19","feature20","feature21","sums","kinetic"
8108,2,6,1,2,2,5,9,6,4,1,5,1,0,1,7,9,1,3,5,8,8,5.25874566541283,0.133786848072562
2806,2,5,7,8,2,6,2,9,2,3,3,4,9,8,6,8,5,3,6,6,5,6.91311486966316,0.147392290249433
3367,4,5,5,1,3,9,5,7,6,1,9,6,2,4,1,4,0,1,6,6,7,5.36033035812763,0.138321995464853
9111,9,0,6,9,10,9,9,3,9,10,1,10,9,9,3,2,9,9,0,0,0,10.909082348071,0.256235827664399
13375,6,5,6,6,5,7,6,5,6,4,7,6,6,5,4,6,8,5,9,6,8,8.15137287803701,0.26984126984127
729,10,10,8,9,9,3,1,1,10,1,10,10,9,8,9,0,5,1,10,10,9,12.0087974400118,0.219954648526077
1618,9,6,4,9,5,3,1,4,6,8,0,9,7,7,9,5,10,8,2,7,1,8.84506935784938,0.111111111111111
3874,6,2,2,4,7,9,9,5,8,5,7,7,3,8,7,4,1,6,8,6,6,7.69571836716046,0.133786848072562
1455,7,1,9,8,2,4,0,2,3,0,5,9,10,9,3,1,0,0,2,0,2,5.20261224753496,0.142857142857143
4583,9,5,9,9,10,10,1,1,9,9,6,9,10,9,6,1,8,6,8,6,7,12.3171334061945,0.201814058956916
9160,6,0,10,1,0,1,6,1,0,1,3,3,10,10,0,1,2,0,0,0,1,3.93089033725039,0.233560090702948
4833,1,3,5,1,4,1,6,3,4,1,7,1,4,3,3,5,3,4,7,3,7,3.56105767936719,0.206349206349206
13278,8,10,8,7,10,7,1,1,8,3,10,9,8,6,9,1,5,2,10,10,9,11.446287337737,0.151927437641723
7778,0,8,10,2,3,5,7,8,0,1,2,2,8,6,7,9,2,1,10,9,3,7.56460701644867,0.115646258503401
372,2,8,3,3,1,3,10,10,1,4,6,1,3,3,6,10,7,7,9,9,9,8.10501408336795,0.142857142857143
1695,10,6,10,9,6,4,1,0,10,3,0,5,5,10,8,5,1,3,0,9,1,7.97868528225801,0.129251700680272
5074,0,7,3,0,0,0,10,6,0,6,9,0,5,4,8,8,4,6,9,8,9,7.36345518207394,0.160997732426304
8317,0,2,3,4,2,6,2,9,0,0,5,0,1,0,2,7,0,0,8,3,5,3.47419173386198,0.179138321995465
9641,2,4,3,3,3,5,8,5,4,4,3,0,0,2,6,8,3,5,4,6,5,4.10342827974845,0.165532879818594
6092,3,8,6,2,1,2,2,1,0,3,3,4,6,5,8,2,5,1,5,9,4,4.30639833908158,0.129251700680272
11765,9,2,7,7,4,1,2,4,5,0,2,7,6,6,2,1,0,0,2,2,1,3.88904910607794,0.165532879818594
10540,1,5,2,2,2,0,4,7,2,5,2,1,6,3,8,8,6,7,3,8,4,4.94270583565324,0.133786848072562
12404,1,1,5,1,4,2,8,9,3,10,3,1,5,8,2,8,9,9,3,3,1,6.63113397471934,0.156462585034014
7251,1,6,5,2,6,4,9,9,4,7,3,2,5,3,7,9,5,1,3,6,3,5.96627035840691,0.133786848072562
3897,6,3,5,1,7,10,9,4,7,7,5,5,7,7,3,4,9,8,2,2,1,7.50457517042573,0.129251700680272
9551,1,4,0,0,5,0,9,8,1,9,10,4,1,2,0,6,10,7,5,2,1,5.88771075846309,0.124716553287982
13022,7,3,4,3,7,7,6,4,8,9,3,5,4,5,3,7,9,7,2,3,3,6.51399557002996,0.183673469387755
8341,4,4,0,4,8,9,9,7,8,9,1,6,3,3,6,6,7,9,0,4,1,7.3966902463385,0.138321995464853
5130,10,6,9,10,10,9,1,3,7,4,4,10,10,9,2,0,4,7,4,3,4,9.50196249381814,0.160997732426304
6385,8,4,7,7,4,5,2,3,4,7,8,6,6,7,8,6,8,6,4,6,6,7.85844756840092,0.197278911564626
4844,8,7,9,5,6,7,6,3,6,3,6,6,8,8,5,6,5,3,4,6,5,7.64396431281758,0.201814058956916
2962,9,4,9,7,9,7,2,0,10,9,5,8,8,8,2,1,7,9,5,2,5,9.29299684719271,0.147392290249433
12960,5,4,4,3,2,3,6,7,3,7,10,3,3,5,6,7,8,8,9,5,9,7.37792379099789,0.138321995464853
9809,8,0,10,5,8,5,5,1,9,8,1,8,10,10,1,3,7,8,0,0,0,8.32234743290943,0.160997732426304
6492,10,10,9,8,6,3,3,1,6,3,3,8,4,7,9,1,2,5,6,10,3,8.11359081346511,0.133786848072562
9784,6,9,8,8,9,9,2,3,8,8,4,7,8,8,9,3,5,7,8,10,3,10.7860830682281,0.188208616780045
2155,3,9,7,5,0,1,2,1,1,1,7,2,5,4,9,1,0,1,6,9,5,4.80842867171124,0.156462585034014
9621,8,4,7,10,9,9,1,1,7,2,8,9,9,6,4,1,2,2,8,4,9,8.83258577991908,0.151927437641723
10903,8,3,10,9,8,7,1,2,8,1,2,8,10,9,3,2,1,1,1,3,1,7.00904257602708,0.179138321995465
6202,4,4,10,8,6,7,1,2,4,3,2,6,9,8,5,3,2,2,1,3,1,5.26728874052687,0.124716553287982
11506,3,3,6,5,7,5,6,8,5,4,2,3,5,7,2,8,2,3,3,2,3,4.86245538583838,0.183673469387755
12487,4,6,9,9,9,9,1,4,6,8,5,7,8,4,2,2,6,1,8,5,7,8.56147766547923,0.133786848072562
4955,8,8,0,3,6,3,4,3,7,2,9,5,5,6,9,5,2,5,9,9,10,8.17458536911608,0.129251700680272
1922,5,8,7,6,7,9,2,1,7,4,6,4,6,7,7,1,3,4,7,8,8,7.49463497862036,0.160997732426304
11719,10,5,9,9,9,7,1,6,8,2,2,9,9,6,1,1,3,4,1,2,2,7.53918056350504,0.151927437641723
5198,8,3,7,9,8,6,4,4,8,6,8,8,6,8,2,3,5,8,3,2,6,8.07262246076522,0.192743764172336
12987,10,2,4,10,7,4,0,0,9,7,9,9,2,6,1,0,5,9,10,6,10,9.48128214708009,0.133786848072562
11156,1,1,7,1,1,2,8,7,4,5,5,4,8,9,1,5,7,6,3,1,5,5.45535176044151,0.165532879818594
3761,4,8,8,6,4,4,3,2,3,4,2,7,10,9,8,2,6,2,3,5,1,6.06031905484239,0.133786848072562
6722,4,5,6,6,4,5,1,2,4,4,3,4,4,3,8,2,8,7,4,7,4,5.16001982786637,0.201814058956916
12434,9,7,10,9,7,4,3,1,8,5,9,9,9,9,6,1,3,2,7,6,7,9.76819852040488,0.156462585034014
10794,3,1,5,2,2,2,8,9,0,10,6,2,6,6,1,9,9,10,1,0,3,6.75521856785554,0.129251700680272
10021,10,0,6,10,9,9,9,3,9,10,0,10,9,9,3,3,10,10,0,0,0,11.6478002225484,0.242630385487528
6037,3,5,7,6,3,4,1,1,4,5,3,3,3,5,6,1,4,5,1,7,5,3.88167645249811,0.188208616780045
155,10,0,4,9,10,8,1,1,10,10,4,10,9,10,0,2,9,10,0,1,1,10.2642873747481,0.201814058956916
767,8,0,7,8,5,4,2,2,7,3,8,8,7,7,2,3,5,5,6,0,6,6.46298549598172,0.142857142857143
10231,0,8,4,3,1,4,6,10,2,4,6,2,6,6,7,10,6,7,6,9,6,7.59732107824175,0.170068027210884
6317,2,7,7,6,3,2,3,7,4,2,10,4,5,2,6,8,2,4,8,6,8,6.41661894681526,0.151927437641723
11416,6,9,0,5,9,6,3,1,9,1,6,7,1,2,9,2,1,0,5,9,5,6.3720129414583,0.156462585034014
8114,3,5,3,4,6,2,5,6,4,4,7,3,2,3,8,8,2,5,7,6,7,5.7833713488854,0.147392290249433
4034,2,1,5,0,1,1,9,8,1,8,7,3,6,5,2,9,7,7,8,3,7,6.80730876255657,0.133786848072562
6712,4,5,10,8,8,7,1,6,7,6,7,7,9,7,6,3,6,3,8,4,6,8.72908825831362,0.160997732426304
1328,3,4,5,4,2,4,4,7,4,3,5,3,4,4,6,6,4,5,4,6,3,4.05542971453617,0.26530612244898
7749,2,3,6,7,10,9,2,6,7,0,6,1,3,4,4,5,0,0,7,5,7,5.72986030096546,0.120181405895692
3260,3,8,3,3,2,2,6,1,1,7,7,4,1,2,7,2,6,7,8,9,9,6.37252899144572,0.142857142857143
6036,7,2,7,7,7,8,3,2,7,6,1,5,8,8,1,3,7,4,0,1,1,5.94187075151835,0.165532879818594
11949,0,0,9,0,4,4,9,6,4,2,2,0,9,10,3,9,2,1,7,2,3,6.09332204409686,0.147392290249433
4428,6,2,8,8,9,9,3,3,5,6,1,7,4,5,0,4,7,3,4,2,3,6.05197553081714,0.115646258503401
12747,1,7,2,3,4,5,9,9,1,4,9,1,2,0,6,9,4,5,10,7,9,7.52802658328359,0.133786848072562
5160,5,4,6,6,6,8,1,1,6,8,1,3,2,6,2,1,9,7,2,4,3,5.1347816115285,0.147392290249433
5768,3,4,7,4,3,3,2,4,3,8,6,3,7,7,3,7,7,5,8,4,8,6.53790271325687,0.201814058956916
12200,0,10,1,1,2,1,7,9,5,1,10,0,1,3,9,7,1,1,9,10,10,7.77765411889891,0.192743764172336
2164,7,4,3,5,6,4,6,3,6,4,6,5,1,4,4,6,6,4,6,5,7,5.24584863045541,0.233560090702948
8616,2,2,0,1,3,5,8,8,3,6,2,2,0,0,2,7,5,5,3,1,1,3.41474630895944,0.151927437641723
10662,1,9,3,2,4,4,6,7,1,0,0,3,2,0,8,6,1,0,1,9,1,4.28663032546175,0.142857142857143
2844,6,4,2,6,7,5,6,4,7,9,4,4,4,6,3,7,8,7,2,4,2,6.28548844634949,0.183673469387755
5239,8,1,5,9,5,10,5,5,6,9,4,6,6,6,1,5,9,10,0,0,1,7.98278193282665,0.156462585034014
6902,7,9,7,7,6,5,1,0,7,3,1,6,6,7,8,0,5,3,0,9,2,6.36400929042878,0.138321995464853
5642,8,4,9,9,8,8,2,4,9,4,0,8,8,7,1,3,4,6,2,3,2,7.53282010146677,0.151927437641723
5177,7,3,8,10,5,7,2,7,7,10,5,9,3,7,0,5,10,10,6,3,3,9.26868110717574,0.160997732426304
5105,5,6,3,9,5,6,3,3,4,0,9,3,1,3,6,4,0,2,2,6,6,4.63693015024713,0.160997732426304
2247,6,7,6,4,0,0,6,1,3,8,5,7,7,6,8,2,7,8,6,7,6,7.23846028975548,0.179138321995465
3538,2,1,5,0,3,5,10,8,3,1,2,2,7,7,1,9,3,2,3,1,2,4.50681536611301,0.156462585034014
11979,8,4,3,6,6,3,5,3,7,3,9,8,4,3,4,2,4,4,9,3,8,6.40252382458309,0.183673469387755
7246,4,1,7,8,7,7,3,4,5,8,3,6,6,5,2,4,9,4,1,1,3,5.64230990146527,0.129251700680272
11391,2,3,4,2,1,4,9,10,3,4,5,1,2,6,0,9,7,7,7,2,5,5.86088656856629,0.120181405895692
791,5,7,3,8,5,7,3,3,6,5,10,2,1,2,7,5,6,5,10,7,10,8.01447321125129,0.156462585034014
8056,5,0,5,4,4,5,5,7,5,9,3,4,3,4,0,6,10,7,4,0,2,5.23697747098721,0.160997732426304
12795,9,6,6,7,9,7,4,3,9,6,2,8,5,6,1,2,8,6,3,3,2,7.18866377771738,0.142857142857143
9514,9,4,8,9,10,9,2,1,10,9,1,9,9,9,2,1,7,7,3,2,1,9.76139439293681,0.192743764172336
7537,5,7,8,1,7,5,2,0,8,9,4,4,6,8,6,1,9,7,6,8,6,7.95196586650153,0.133786848072562
6292,4,10,7,5,2,0,5,3,3,2,9,4,5,6,10,3,0,5,9,9,9,7.5926548908956,0.133786848072562
7629,9,0,7,9,1,0,2,7,3,1,5,10,8,8,1,3,6,4,4,0,6,6.49436453341096,0.102040816326531
9050,5,4,8,9,2,4,4,8,1,1,5,5,4,1,3,6,2,2,3,5,5,4.68006096959745,0.156462585034014
6100,0,10,0,1,0,1,9,10,0,3,8,0,0,1,2,10,2,0,10,5,9,6.55727288552896,0.192743764172336
4014,3,1,3,1,2,5,9,9,1,3,8,1,3,7,7,10,7,1,3,3,6,5.79937124529158,0.179138321995465
6445,6,6,8,10,7,9,3,4,8,6,8,7,8,7,7,3,7,7,9,7,8,10.7988358556407,0.210884353741497
340,3,6,7,6,5,5,9,4,5,8,10,4,7,7,1,6,6,4,9,3,8,8.38060437747457,0.129251700680272
3505,7,8,9,8,4,1,2,2,4,2,10,9,10,9,10,2,3,4,9,10,9,10.4734687958441,0.165532879818594
6639,3,7,1,2,4,3,8,9,2,4,6,1,1,0,8,9,3,3,5,6,6,5.56807764681101,0.120181405895692
5634,6,6,3,3,7,7,5,2,7,3,8,4,2,5,8,3,3,7,4,8,8,6.58715119216559,0.165532879818594
13071,1,6,1,1,0,0,10,10,0,2,7,1,0,1,8,9,2,4,10,7,10,6.95431334954512,0.156462585034014
6024,6,2,0,6,4,3,9,5,6,10,10,7,1,3,4,7,9,9,9,2,9,8.88628317337802,0.129251700680272
6704,3,7,2,4,6,1,9,8,2,2,4,7,7,4,9,3,3,1,7,7,6,6.37575912304639,0.147392290249433
1660,6,7,2,2,7,3,7,0,8,8,6,3,5,6,6,2,6,8,7,6,7,7.13761558864875,0.192743764172336
5457,10,9,4,10,5,4,6,2,4,7,1,9,4,5,9,4,6,5,2,10,4,8.40342690908916,0.165532879818594
10810,8,2,10,10,7,9,0,1,8,2,0,8,9,9,2,1,3,2,2,5,3,7.21159093243124,0.138321995464853
2932,2,8,1,2,2,1,6,6,1,3,7,1,0,0,8,8,2,6,7,9,8,5.86669506017991,0.151927437641723
10016,1,7,1,2,2,2,8,9,1,2,8,1,1,0,8,9,3,2,9,7,8,5.94514473621465,0.183673469387755
12748,4,10,5,5,0,0,2,5,0,2,9,4,7,5,9,3,2,2,10,10,9,7.37478141851104,0.147392290249433
1393,3,2,8,1,8,8,1,0,9,6,2,2,8,8,6,0,6,6,2,3,2,6.00252058237946,0.179138321995465
3204,3,4,2,1,3,3,10,3,5,8,3,3,2,2,6,8,6,3,5,5,3,4.69179298151359,0.210884353741497
12128,7,3,9,10,8,9,0,4,10,4,0,5,7,9,1,4,0,4,1,3,2,7.51336425581032,0.120181405895692
3693,0,10,7,1,1,3,6,10,0,1,4,0,1,2,7,10,3,0,8,8,7,6.21074105828026,0.138321995464853
10998,8,4,2,2,4,2,2,2,6,7,8,2,1,2,0,3,4,5,10,2,9,5.15755529076546,0.192743764172336
10098,4,3,3,0,4,5,6,6,5,10,4,1,1,3,2,5,9,7,5,1,3,4.71737921592939,0.133786848072562
5064,1,5,4,4,3,7,8,9,1,8,4,1,1,0,5,10,9,3,8,3,7,6.65847719647325,0.129251700680272
9868,1,1,4,4,7,9,7,8,4,0,8,2,8,6,1,9,1,1,7,2,7,6.4142918631205,0.156462585034014
12238,6,7,6,7,7,10,7,4,9,9,5,4,6,7,8,7,8,9,2,7,3,9.92018109486376,0.179138321995465
11360,7,3,9,8,5,7,1,2,6,5,5,7,8,8,2,2,5,5,5,3,5,6.60973361826668,0.188208616780045
12004,10,9,9,9,10,10,1,2,10,8,4,10,9,9,2,0,10,9,6,9,7,13.1101303845724,0.215419501133787
11750,5,10,7,5,0,1,4,5,0,1,9,3,8,8,9,6,1,2,9,9,10,8.36491388460355,0.115646258503401
2793,4,3,10,9,4,6,9,7,8,6,0,7,2,6,9,4,10,6,2,8,1,8.56127169858581,0.120181405895692
5611,7,9,5,4,2,1,4,3,2,1,2,4,6,8,6,4,1,1,1,4,1,3.92696337361452,0.179138321995465
6440,1,0,3,1,0,1,9,9,1,5,0,1,3,3,1,9,4,2,3,0,0,3.36734214071464,0.201814058956916
8330,2,2,2,2,2,1,8,8,2,6,5,1,2,3,3,8,6,5,2,2,5,3.93165553177217,0.251700680272109
7385,2,10,2,2,1,4,7,8,0,5,9,1,0,0,10,10,7,2,10,9,10,8.96807016614208,0.147392290249433
10883,10,0,8,10,5,6,2,1,8,1,7,9,9,10,5,2,3,1,2,2,5,7.44014635840844,0.124716553287982
1790,7,9,7,6,5,4,7,4,5,3,5,5,5,6,9,6,4,7,7,9,7,8.34115620331652,0.201814058956916
448,6,9,7,7,9,9,3,3,7,8,5,6,9,9,6,6,8,8,3,8,4,10.1615680717043,0.174603174603175
5454,7,9,8,6,7,3,1,2,7,4,10,6,8,7,6,2,7,6,9,8,9,9.45775928121046,0.151927437641723
13051,9,1,8,8,2,1,3,2,2,6,0,9,9,8,1,4,5,2,1,0,2,5.37427634924393,0.151927437641723
11976,8,2,4,9,10,9,1,2,10,9,2,8,6,5,2,1,7,8,4,3,3,8.02587606931376,0.120181405895692
829,7,5,7,9,8,7,3,3,7,8,5,8,7,3,8,3,8,7,4,7,4,8.57042942069266,0.224489795918367
7818,9,3,4,8,8,6,5,2,8,3,9,8,4,3,5,1,7,6,10,4,9,8.38054497158486,0.124716553287982
12136,2,8,2,5,4,3,9,9,1,9,1,3,2,1,5,10,7,7,9,1,2,7.11477631265231,0.142857142857143
11132,7,5,1,3,3,2,3,0,3,4,10,3,0,5,4,2,3,8,8,3,9,5.04592667100123,0.165532879818594
12901,8,7,5,5,8,7,7,6,4,9,3,4,3,2,3,6,7,9,4,3,2,7.04298776305305,0.138321995464853
11610,10,1,7,7,9,9,2,1,10,10,3,9,9,9,2,1,9,10,3,2,1,10.1982145128676,0.192743764172336
9299,5,7,8,5,7,7,4,5,6,8,4,7,9,7,7,4,7,7,5,8,4,8.64846174871226,0.242630385487528
5451,5,7,6,2,3,0,4,3,4,3,9,3,5,6,7,5,5,2,8,7,8,6.04901353679949,0.133786848072562
10890,8,8,9,9,8,9,1,2,6,6,0,9,10,9,9,2,8,4,7,8,1,10.6081691966851,0.174603174603175
3688,8,5,7,9,9,7,0,6,2,2,5,9,8,2,3,1,2,3,8,3,5,6.93971559559336,0.133786848072562
6783,2,6,7,6,5,4,9,6,5,2,6,5,6,2,5,8,5,2,6,5,8,6.46987815104382,0.215419501133787
5637,6,6,5,6,6,6,6,6,6,3,8,6,6,6,5,5,6,6,8,7,7,7.99759835181284,0.424036281179138
10428,2,8,3,2,1,3,7,9,3,0,5,4,2,8,4,4,2,1,5,7,7,5.02380893719379,0.129251700680272
6256,5,4,6,4,5,4,6,5,8,2,7,5,5,7,6,6,3,4,7,7,9,6.71842784480319,0.174603174603175
7181,6,8,1,3,3,1,4,4,3,0,9,4,2,5,7,3,1,0,9,8,9,5.62576311794631,0.124716553287982
12226,0,0,3,0,2,5,3,8,0,0,6,0,1,0,2,7,1,0,9,0,8,3.27117619420881,0.229024943310658
3687,5,3,5,6,8,7,4,1,3,9,3,9,5,2,4,0,7,4,8,4,6,6.41584693668882,0.120181405895692
3419,3,6,6,3,2,3,8,9,1,4,9,1,4,3,6,10,7,7,8,8,8,8.00077322106807,0.133786848072562
13161,3,5,8,3,7,5,3,5,6,9,5,5,5,4,4,6,8,5,4,6,5,6.39436234333712,0.219954648526077
3143,8,1,5,5,9,10,7,2,9,7,7,8,8,6,4,1,8,7,3,2,3,8.5346555502162,0.124716553287982
8967,6,5,6,3,7,5,8,4,7,4,5,7,7,6,4,5,2,4,7,4,6,6.44052357154273,0.192743764172336
2813,6,7,5,5,8,7,6,4,8,6,10,6,6,5,6,3,3,4,9,5,8,8.72287067803324,0.170068027210884
2441,9,1,2,2,0,0,8,1,2,1,2,3,4,9,1,4,1,2,2,3,2,3.12329326662111,0.206349206349206
3372,7,6,8,10,7,8,2,5,7,2,2,6,8,8,7,7,2,4,4,8,4,8.08816172659156,0.183673469387755
10280,10,1,10,10,10,9,1,0,10,10,6,10,8,9,4,0,9,10,5,2,6,12.0174504949253,0.201814058956916
5622,4,4,5,5,8,5,2,0,9,5,5,8,5,4,6,0,5,2,5,3,4,5.43358573890528,0.215419501133787
4565,0,7,7,2,7,9,2,7,4,0,9,0,3,5,7,7,1,0,10,9,9,7.64903785768474,0.174603174603175
8591,6,8,0,3,8,7,7,5,8,7,4,5,3,7,5,5,6,4,10,6,7,7.85919614461847,0.156462585034014
3377,4,6,7,5,7,6,5,3,5,7,5,6,8,6,1,4,7,7,7,2,7,7.08287467634846,0.201814058956916
12026,8,6,10,7,6,8,2,4,8,5,3,7,8,8,8,3,5,7,4,6,3,8.40052356680656,0.165532879818594
6913,7,1,5,6,8,7,3,4,6,9,2,3,2,2,2,2,9,10,2,1,2,5.71788066220488,0.165532879818594
7724,8,2,9,9,9,9,1,0,9,8,3,8,8,7,2,1,7,8,0,2,4,8.89083626375866,0.165532879818594
9075,3,7,6,9,6,5,3,7,2,3,6,7,7,2,5,3,1,1,7,6,5,6.09914650537461,0.170068027210884
4154,7,10,0,6,9,6,0,0,9,10,9,7,5,4,7,0,9,10,9,10,9,11.1251187543184,0.188208616780045
13173,1,9,4,5,2,6,5,10,1,4,7,2,6,6,10,9,6,7,7,10,8,9.14796933819431,0.124716553287982
9751,3,4,1,0,2,1,9,7,4,4,9,2,2,3,9,9,9,6,7,4,6,6.66240037948974,0.151927437641723
303,3,8,5,3,3,4,3,6,0,4,4,3,3,3,7,5,4,1,5,6,5,4.0417412383658,0.201814058956916
5138,3,5,0,0,4,5,7,8,5,6,8,0,1,1,8,9,3,6,7,6,7,6.4928809569436,0.124716553287982
10153,1,8,5,6,4,7,5,9,2,8,8,4,1,2,4,9,10,5,10,6,9,8.6525406944918,0.120181405895692
2058,4,8,6,3,7,5,1,3,5,5,4,6,6,4,8,1,5,3,8,7,7,6.12707004306354,0.147392290249433
1884,2,3,0,1,1,1,10,9,1,5,6,1,0,2,2,9,6,5,5,2,7,4.91045623355331,0.147392290249433
451,2,3,2,3,7,6,6,6,2,5,6,3,2,3,6,6,6,4,4,6,5,4.70810019048809,0.238095238095238
2685,5,0,10,7,2,2,0,2,2,6,0,7,9,7,1,2,4,7,1,0,2,4.68250866499965,0.174603174603175
3154,8,9,5,9,9,7,5,7,10,9,9,7,5,8,9,7,7,9,10,10,10,14.3228083158662,0.233560090702948
12581,7,7,4,6,8,8,1,0,9,3,8,7,6,7,4,0,2,2,7,7,7,7.39410906338022,0.174603174603175
5532,6,2,6,7,9,10,8,6,6,10,9,9,6,3,2,8,9,9,10,1,10,11.7960237548271,0.174603174603175
5453,1,8,0,0,0,3,10,5,0,7,7,1,1,1,2,9,5,5,8,2,6,5.20813606761266,0.129251700680272
8172,4,4,2,5,4,4,7,8,5,1,9,3,1,0,7,9,2,2,7,5,8,6.10242771520007,0.129251700680272
11277,3,6,1,8,7,8,6,9,4,9,1,8,2,1,2,4,9,7,4,2,1,6.72263144527436,0.138321995464853
11480,10,6,10,9,10,9,0,3,10,7,8,10,10,10,6,2,6,7,7,5,7,12.2943723676043,0.188208616780045
3947,1,8,2,1,4,1,9,8,2,4,8,2,3,3,5,7,2,2,9,6,9,6.08000982899395,0.142857142857143
10348,9,7,9,9,7,5,0,0,7,5,10,9,8,7,6,1,8,7,9,8,9,11.418891959544,0.183673469387755
775,2,6,8,8,7,8,1,4,6,3,8,4,5,5,5,4,7,3,8,7,9,7.54970393899868,0.142857142857143
616,0,10,1,0,0,0,10,8,0,4,9,0,0,0,9,9,7,1,10,10,10,8.52452990858712,0.238095238095238
8846,6,6,9,9,9,10,3,4,9,1,3,6,8,9,4,5,3,2,4,4,4,8.35119538050064,0.165532879818594
2386,9,5,5,7,6,8,3,1,7,8,5,9,4,6,3,3,10,6,5,7,6,7.92503137699276,0.138321995464853
11854,6,9,5,6,7,6,3,4,8,0,3,5,7,7,9,4,1,0,2,8,2,6.56097918742133,0.106575963718821
4058,9,1,9,9,2,3,2,5,3,3,1,9,5,7,1,3,2,4,1,3,3,4.82474819095018,0.188208616780045
6487,7,9,7,7,9,7,3,7,7,1,3,8,6,8,9,6,1,2,9,10,4,9.66180783482425,0.160997732426304
5154,0,1,3,1,0,0,9,10,1,3,5,1,3,2,5,10,5,6,2,3,3,4.50143846744635,0.156462585034014
5873,2,7,3,1,2,3,8,6,2,5,6,2,2,3,7,4,2,1,9,6,9,5.32720041908317,0.156462585034014
2537,4,5,2,4,4,4,7,7,4,1,6,4,1,2,4,9,2,3,5,3,6,4.50022138752276,0.179138321995465
1689,7,1,9,9,8,9,2,2,8,10,0,6,9,9,3,4,9,8,1,0,2,9.0101323236551,0.151927437641723
9878,6,8,2,7,7,6,7,6,5,9,4,6,4,2,6,4,8,9,8,6,6,8.20942873075295,0.192743764172336
3472,2,9,7,0,3,1,10,9,2,9,2,0,7,5,2,10,10,8,6,4,3,7.82493009774718,0.115646258503401
8787,8,10,8,4,4,5,2,7,2,2,8,6,6,10,7,6,4,0,5,9,7,8.4327631750025,0.124716553287982
4085,4,4,3,3,4,8,1,5,4,6,7,4,2,3,2,7,5,6,8,2,7,5.17712771190319,0.147392290249433
12526,5,4,2,4,4,6,7,2,1,5,5,6,2,3,4,3,5,3,4,2,5,3.72328894857264,0.183673469387755
12196,10,2,9,7,9,10,7,1,7,6,2,9,9,8,2,3,8,2,4,2,2,8.94945268729975,0.165532879818594
6994,1,2,8,4,5,6,7,8,5,2,6,2,8,7,3,9,2,2,6,4,7,6.19566969194528,0.142857142857143
8946,1,5,0,3,4,4,8,8,0,8,3,2,0,0,4,7,4,4,3,2,1,3.86710724705486,0.156462585034014
5647,10,0,7,9,5,6,4,3,5,1,6,10,6,8,3,4,3,2,3,1,5,6.51604674232447,0.115646258503401
3895,5,9,9,4,0,1,4,9,0,0,4,5,8,9,9,8,1,1,7,9,6,8.20816310162499,0.165532879818594
1194,1,1,5,7,5,8,3,9,3,0,9,4,1,0,5,8,1,1,10,1,9,6.42243310395659,0.156462585034014
2504,10,1,8,10,9,9,1,2,9,6,0,10,6,9,0,0,6,9,1,2,0,8.76503403140019,0.165532879818594
6082,10,3,9,10,6,6,1,1,8,4,1,9,7,7,2,1,4,4,1,2,1,6.47322414070737,0.151927437641723
2996,9,3,7,9,6,5,2,3,8,0,0,8,7,7,8,1,1,0,2,6,0,6.16280379237469,0.124716553287982
10303,5,5,4,4,8,4,6,3,6,9,0,7,6,7,6,2,6,8,3,5,3,6.41442825144348,0.142857142857143
4170,10,5,9,9,9,9,3,2,10,5,5,10,9,9,5,1,5,6,6,5,5,10.4435571843026,0.229024943310658
6185,9,5,9,7,4,2,9,7,6,4,8,8,8,8,8,7,3,5,8,6,8,10.0724657728348,0.183673469387755
7001,1,8,1,10,1,10,0,3,0,5,1,2,0,1,9,3,10,4,7,9,9,6.99800517055665,0.138321995464853
2547,7,2,2,3,5,5,2,1,6,8,4,6,1,4,2,0,7,9,5,3,2,4.65308138340144,0.129251700680272
8599,7,3,3,4,6,5,7,7,5,7,5,5,2,2,1,8,7,7,7,1,4,6.00686680435103,0.188208616780045
12517,7,1,10,0,5,7,7,3,7,6,1,2,8,10,6,4,3,4,0,5,1,6.41580936900762,0.115646258503401
12072,6,3,3,5,7,4,9,4,8,3,5,7,4,2,3,3,2,4,6,4,6,5.50403488304548,0.165532879818594
1132,8,10,2,7,10,9,2,2,9,1,4,8,3,6,9,2,1,1,9,10,6,9.02929544031225,0.138321995464853
7290,8,8,8,5,5,7,7,2,5,2,4,6,6,3,8,5,4,2,7,6,6,7.05432266739939,0.160997732426304
8844,4,7,6,6,8,9,4,6,6,2,1,5,5,6,5,4,2,2,1,7,1,5.63160866235627,0.151927437641723
2074,2,2,2,1,2,2,9,8,2,2,5,1,1,2,2,9,5,4,2,2,3,3.48408662381993,0.319727891156463
11311,3,6,3,1,2,2,5,7,4,3,7,0,1,1,3,8,2,2,9,6,9,4.82145778932732,0.129251700680272
10846,2,9,2,1,4,3,10,6,3,5,10,3,3,2,7,7,4,3,9,8,9,7.45265400578685,0.133786848072562
6905,3,8,8,7,3,4,7,9,1,4,3,3,3,3,7,8,6,3,9,6,8,7.15051048885749,0.197278911564626
2458,9,1,8,6,10,9,7,5,10,10,1,7,10,9,1,8,10,8,2,1,0,11.0045112137653,0.151927437641723
11566,2,3,4,7,1,5,4,8,2,7,1,1,3,3,7,10,8,7,2,6,4,5.8658472800636,0.133786848072562
6417,3,6,4,4,6,8,7,10,6,8,4,2,2,4,8,9,7,9,4,7,5,8.2460910698705,0.142857142857143
